datetime,day_o_week,time_in_trade,imp_wick,long,short,buy_open,buy_close,sell_open,sell_close,pnl,pnl_ac,cr,cr_ac,pnl_plus,cr_plus
2024-02-06 20:00:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 20:15:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 20:30:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 20:45:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 21:00:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 21:15:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 21:30:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 21:45:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 22:00:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 22:15:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 22:30:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 22:45:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 23:00:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 23:15:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 23:30:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-06 23:45:00,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-07 00:00:00,2,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-07 00:15:00,2,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-07 00:30:00,2,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-07 00:45:00,2,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-07 01:00:00,2,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-07 01:15:00,2,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-07 01:30:00,2,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-07 01:45:00,2,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-07 02:00:00,2,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-02-07 02:15:00,2,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
